,Name,Special,Preferred Foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Stamina,Long Shots,Aggression,Interceptions,Positioning,Penalties,Standing Tackle,Sliding Tackle
696,Mario Hermoso Canseco,1990,0,71.0,42.0,75.0,77.0,41.0,66.0,68.0,55.0,76.0,76.0,73.0,77.0,75.0,76.0,46.0,81.0,81.0,64.0,45.0,82.0,80.0
697,Leonardo Balerdi,1582,1,36.0,26.0,64.0,68.0,29.0,53.0,35.0,30.0,62.0,64.0,68.0,75.0,66.0,64.0,20.0,59.0,67.0,33.0,40.0,70.0,66.0
698,Marcos Senesi,1724,0,53.0,32.0,78.0,73.0,25.0,67.0,31.0,22.0,72.0,72.0,69.0,61.0,60.0,68.0,31.0,73.0,77.0,32.0,40.0,82.0,76.0
699,Mario Pašalić,2026,1,68.0,66.0,65.0,80.0,69.0,78.0,69.0,59.0,78.0,80.0,60.0,65.0,69.0,76.0,75.0,76.0,72.0,75.0,61.0,72.0,64.0
700,Maximilian Eggestein,2021,1,70.0,59.0,65.0,76.0,50.0,77.0,64.0,48.0,76.0,81.0,67.0,74.0,73.0,94.0,72.0,70.0,70.0,67.0,60.0,73.0,70.0
701,Zinho Vanheusden,1758,1,54.0,42.0,72.0,72.0,29.0,64.0,54.0,34.0,70.0,69.0,58.0,60.0,65.0,71.0,37.0,69.0,74.0,47.0,62.0,75.0,76.0
702,Armel Bella-Kotchap,1375,1,31.0,20.0,58.0,46.0,24.0,33.0,22.0,22.0,38.0,46.0,71.0,74.0,50.0,58.0,20.0,59.0,65.0,29.0,33.0,65.0,62.0
703,Pierluigi Gollini,1240,1,17.0,14.0,19.0,31.0,20.0,18.0,13.0,15.0,25.0,24.0,46.0,48.0,56.0,40.0,17.0,19.0,18.0,12.0,21.0,12.0,19.0
704,Ryan Kent,1647,1,69.0,64.0,35.0,69.0,36.0,76.0,62.0,32.0,63.0,73.0,89.0,88.0,91.0,69.0,63.0,43.0,22.0,65.0,52.0,20.0,17.0
705,Sergio Gómez Martín,1713,0,66.0,64.0,43.0,75.0,64.0,74.0,74.0,68.0,68.0,71.0,73.0,68.0,82.0,49.0,62.0,39.0,28.0,54.0,60.0,37.0,38.0
706,Alexander Bernabei,1889,0,69.0,57.0,43.0,63.0,49.0,74.0,72.0,43.0,53.0,70.0,92.0,91.0,88.0,82.0,59.0,76.0,67.0,59.0,45.0,66.0,62.0
707,Arnaud Kalimuendo,1557,1,38.0,68.0,60.0,58.0,54.0,64.0,57.0,39.0,40.0,61.0,81.0,81.0,74.0,52.0,64.0,39.0,18.0,65.0,60.0,21.0,17.0
708,Gerard Moreno Balagueró,2068,0,78.0,88.0,81.0,79.0,80.0,81.0,75.0,62.0,73.0,82.0,75.0,77.0,74.0,76.0,80.0,61.0,42.0,85.0,75.0,41.0,41.0
709,Oliver Batista Meier,1613,1,55.0,63.0,35.0,53.0,56.0,75.0,54.0,56.0,51.0,72.0,78.0,73.0,84.0,59.0,67.0,34.0,19.0,57.0,58.0,27.0,27.0
710,Rúnar Alex Rúnarsson,1154,1,18.0,14.0,17.0,16.0,13.0,13.0,17.0,14.0,15.0,32.0,45.0,46.0,43.0,41.0,15.0,23.0,12.0,16.0,22.0,19.0,15.0
711,Abdou Diallo,1895,0,69.0,38.0,78.0,78.0,39.0,75.0,56.0,32.0,76.0,78.0,73.0,76.0,73.0,74.0,24.0,77.0,78.0,61.0,41.0,78.0,81.0
712,Alphonse Areola,1380,1,20.0,19.0,14.0,48.0,16.0,12.0,16.0,16.0,37.0,22.0,56.0,54.0,58.0,38.0,14.0,26.0,23.0,17.0,25.0,18.0,12.0
713,Aurélio Gabriel Ulineia Buta,1990,1,74.0,56.0,42.0,69.0,49.0,75.0,63.0,41.0,63.0,75.0,94.0,94.0,86.0,89.0,56.0,66.0,69.0,71.0,61.0,72.0,71.0
714,Valentino Lazaro,2069,1,80.0,69.0,49.0,77.0,72.0,81.0,77.0,69.0,72.0,81.0,84.0,80.0,80.0,71.0,70.0,65.0,71.0,76.0,67.0,70.0,69.0
715,Ivan Perišić,2153,0,83.0,80.0,80.0,79.0,81.0,79.0,73.0,75.0,74.0,79.0,78.0,79.0,76.0,81.0,80.0,65.0,69.0,85.0,76.0,52.0,54.0
716,Miralem Pjanić,2181,1,81.0,56.0,60.0,90.0,72.0,86.0,86.0,92.0,87.0,89.0,68.0,66.0,75.0,81.0,82.0,70.0,78.0,68.0,79.0,76.0,70.0
717,Mauro Arambarri,1928,1,59.0,49.0,62.0,80.0,43.0,69.0,66.0,46.0,79.0,79.0,50.0,54.0,58.0,74.0,63.0,83.0,79.0,60.0,50.0,80.0,79.0
718,Morgan Gibbs-White,1859,1,62.0,57.0,55.0,75.0,52.0,73.0,65.0,63.0,73.0,71.0,72.0,72.0,74.0,67.0,65.0,57.0,58.0,69.0,49.0,56.0,53.0
719,Suat Serdar,2083,1,62.0,72.0,70.0,82.0,55.0,83.0,75.0,52.0,73.0,80.0,69.0,69.0,69.0,80.0,77.0,85.0,78.0,68.0,53.0,78.0,73.0
721,Julian Weigl,1916,1,59.0,41.0,65.0,86.0,57.0,74.0,63.0,46.0,81.0,78.0,67.0,52.0,76.0,77.0,56.0,64.0,80.0,57.0,52.0,78.0,74.0
722,Mattia Caldara,1617,1,34.0,36.0,80.0,63.0,51.0,62.0,20.0,24.0,58.0,63.0,59.0,61.0,58.0,61.0,20.0,76.0,82.0,34.0,30.0,84.0,80.0
723,Sven Ulreich,1182,1,14.0,12.0,8.0,41.0,13.0,13.0,12.0,15.0,38.0,22.0,41.0,40.0,36.0,29.0,11.0,25.0,14.0,8.0,22.0,18.0,14.0
724,Marcelo Vieira da Silva,2209,0,84.0,73.0,73.0,81.0,63.0,89.0,84.0,67.0,77.0,91.0,81.0,78.0,83.0,74.0,70.0,80.0,80.0,81.0,59.0,77.0,79.0
725,Matías Rojas,2089,0,69.0,76.0,64.0,79.0,66.0,82.0,85.0,84.0,74.0,81.0,73.0,84.0,77.0,79.0,83.0,64.0,69.0,76.0,66.0,62.0,58.0
726,Alexis Sánchez,2103,1,77.0,76.0,68.0,76.0,83.0,85.0,79.0,78.0,74.0,84.0,81.0,77.0,86.0,68.0,77.0,76.0,46.0,82.0,74.0,44.0,35.0
727,Ederson Santana de Moraes,1534,0,20.0,14.0,14.0,57.0,18.0,23.0,15.0,20.0,59.0,40.0,64.0,63.0,60.0,41.0,18.0,38.0,27.0,20.0,17.0,15.0,8.0
728,Jonathan Castro Otto,1995,1,78.0,49.0,69.0,76.0,44.0,76.0,66.0,54.0,64.0,77.0,76.0,78.0,72.0,82.0,47.0,82.0,79.0,67.0,46.0,81.0,80.0
729,Vladyslav Supryaga,1531,1,28.0,74.0,54.0,66.0,54.0,72.0,32.0,34.0,28.0,71.0,86.0,87.0,78.0,52.0,66.0,27.0,16.0,75.0,62.0,16.0,14.0
730,Óscar Melendo Jiménez,1934,0,77.0,71.0,42.0,80.0,63.0,79.0,75.0,35.0,78.0,81.0,79.0,78.0,85.0,70.0,70.0,57.0,59.0,76.0,37.0,58.0,53.0
731,Emmanuel Dennis,1906,1,65.0,75.0,74.0,66.0,66.0,78.0,62.0,41.0,58.0,76.0,93.0,92.0,88.0,78.0,68.0,68.0,13.0,74.0,56.0,45.0,27.0
732,James Ward-Prowse,2109,1,89.0,70.0,57.0,85.0,51.0,75.0,91.0,89.0,82.0,82.0,66.0,55.0,75.0,90.0,75.0,67.0,67.0,67.0,82.0,68.0,62.0
733,Matías Palacios,1717,1,68.0,60.0,48.0,70.0,54.0,70.0,62.0,65.0,71.0,69.0,74.0,65.0,74.0,62.0,65.0,42.0,38.0,62.0,48.0,50.0,41.0
734,Fernando Luiz Rosa,2192,1,68.0,66.0,71.0,86.0,73.0,76.0,70.0,72.0,81.0,82.0,67.0,62.0,69.0,78.0,78.0,87.0,89.0,70.0,61.0,86.0,83.0
735,Luis Miguel Afonso Fernandes,2167,1,80.0,78.0,45.0,85.0,78.0,83.0,83.0,77.0,83.0,85.0,78.0,73.0,77.0,85.0,77.0,67.0,72.0,85.0,78.0,67.0,52.0
736,Roger Ibañez Da Silva,1468,1,34.0,27.0,70.0,60.0,29.0,35.0,32.0,35.0,36.0,57.0,63.0,53.0,50.0,60.0,25.0,65.0,68.0,32.0,46.0,74.0,77.0
737,Luke Matheson,1551,1,55.0,31.0,45.0,58.0,33.0,57.0,45.0,38.0,43.0,61.0,75.0,76.0,79.0,69.0,39.0,50.0,58.0,53.0,34.0,54.0,55.0
738,Mohamed Elneny,1941,1,66.0,57.0,61.0,78.0,39.0,68.0,69.0,56.0,77.0,75.0,55.0,55.0,65.0,87.0,67.0,73.0,75.0,63.0,62.0,74.0,72.0
739,Stefan de Vrij,1823,1,49.0,25.0,82.0,73.0,27.0,66.0,45.0,16.0,71.0,73.0,69.0,68.0,61.0,64.0,60.0,80.0,86.0,32.0,41.0,87.0,85.0
740,Andreas Hugo Hoelgebaum Pereira,2084,1,77.0,69.0,56.0,76.0,72.0,77.0,81.0,78.0,76.0,78.0,74.0,72.0,79.0,78.0,74.0,78.0,70.0,69.0,70.0,67.0,64.0
741,Lei Wu,1941,1,68.0,76.0,71.0,72.0,71.0,79.0,69.0,69.0,66.0,78.0,87.0,83.0,77.0,72.0,67.0,65.0,23.0,82.0,53.0,37.0,31.0
742,Naby Keïta,2078,1,62.0,74.0,42.0,85.0,71.0,87.0,64.0,70.0,76.0,88.0,77.0,66.0,89.0,79.0,73.0,78.0,76.0,74.0,58.0,64.0,62.0
743,Ryan Fraser,2001,1,77.0,72.0,30.0,76.0,64.0,79.0,83.0,72.0,71.0,78.0,92.0,84.0,95.0,76.0,73.0,65.0,45.0,75.0,69.0,53.0,42.0
744,Hamari Traoré,2017,1,79.0,48.0,71.0,76.0,32.0,76.0,71.0,38.0,73.0,76.0,82.0,82.0,74.0,89.0,58.0,75.0,72.0,71.0,47.0,77.0,75.0
745,Jarrad Branthwaite,1319,0,30.0,24.0,58.0,53.0,27.0,32.0,24.0,21.0,38.0,55.0,51.0,57.0,44.0,60.0,25.0,64.0,59.0,25.0,32.0,60.0,59.0
746,Aleksandar Kolarov,2239,0,90.0,60.0,80.0,78.0,64.0,80.0,85.0,88.0,77.0,77.0,69.0,67.0,61.0,79.0,86.0,86.0,82.0,78.0,80.0,83.0,81.0
747,Conor Gallagher,1789,1,49.0,66.0,48.0,70.0,40.0,73.0,52.0,53.0,72.0,72.0,64.0,62.0,67.0,75.0,66.0,68.0,67.0,70.0,54.0,66.0,50.0
748,Tom Davies,1950,1,66.0,64.0,61.0,79.0,42.0,76.0,64.0,61.0,74.0,77.0,66.0,65.0,71.0,78.0,62.0,84.0,67.0,69.0,49.0,73.0,68.0
749,Bernd Leno,1372,1,9.0,9.0,13.0,50.0,10.0,16.0,9.0,8.0,48.0,35.0,55.0,56.0,52.0,43.0,14.0,28.0,25.0,7.0,23.0,15.0,18.0
750,John Stones,1845,1,62.0,29.0,81.0,80.0,27.0,69.0,47.0,29.0,75.0,80.0,64.0,71.0,60.0,77.0,38.0,78.0,80.0,49.0,44.0,84.0,81.0
751,Ritsu Doan,1828,0,70.0,66.0,45.0,72.0,59.0,75.0,67.0,67.0,68.0,78.0,78.0,73.0,86.0,76.0,74.0,41.0,41.0,61.0,58.0,36.0,42.0
752,Álvaro Borja Morata Martín,1926,1,73.0,83.0,86.0,78.0,80.0,83.0,76.0,44.0,51.0,83.0,75.0,84.0,72.0,77.0,72.0,69.0,24.0,85.0,75.0,14.0,20.0
753,Alex Sandro Lobo Silva,2178,0,84.0,55.0,76.0,81.0,68.0,80.0,78.0,59.0,71.0,81.0,78.0,83.0,78.0,90.0,72.0,82.0,82.0,70.0,60.0,81.0,82.0
754,Domagoj Bradarić,1891,0,74.0,53.0,62.0,73.0,46.0,74.0,63.0,38.0,64.0,74.0,79.0,78.0,75.0,76.0,55.0,71.0,70.0,68.0,43.0,71.0,71.0
755,Joakim Mæhle,1947,1,70.0,50.0,59.0,73.0,62.0,71.0,63.0,25.0,68.0,73.0,88.0,93.0,67.0,94.0,62.0,73.0,69.0,72.0,33.0,72.0,70.0
756,Jordi Alba Ramos,2224,0,85.0,73.0,70.0,84.0,60.0,81.0,80.0,63.0,79.0,84.0,88.0,88.0,90.0,88.0,66.0,76.0,81.0,83.0,59.0,80.0,82.0
757,Musa Barrow,1627,1,45.0,76.0,63.0,66.0,60.0,74.0,50.0,36.0,40.0,71.0,79.0,84.0,73.0,49.0,64.0,40.0,20.0,75.0,58.0,20.0,16.0
758,Valentin Rosier,1871,1,72.0,45.0,64.0,68.0,40.0,74.0,64.0,39.0,62.0,76.0,78.0,76.0,77.0,72.0,52.0,73.0,73.0,58.0,39.0,72.0,74.0
759,Bertrand Traoré,1969,0,69.0,72.0,66.0,74.0,72.0,82.0,79.0,73.0,67.0,86.0,81.0,82.0,88.0,68.0,66.0,60.0,54.0,72.0,69.0,40.0,37.0
760,Gerard Piqué Bernabeu,1991,1,57.0,65.0,84.0,81.0,57.0,63.0,58.0,43.0,81.0,80.0,48.0,64.0,57.0,69.0,51.0,79.0,87.0,64.0,69.0,86.0,84.0
761,Adrien Rabiot,2166,0,70.0,69.0,77.0,84.0,72.0,78.0,73.0,59.0,79.0,84.0,69.0,74.0,75.0,77.0,79.0,76.0,80.0,76.0,67.0,81.0,75.0
762,Andreas Christensen,1704,1,49.0,36.0,79.0,79.0,25.0,66.0,32.0,22.0,71.0,73.0,63.0,69.0,61.0,68.0,20.0,73.0,82.0,32.0,36.0,84.0,82.0
763,Mahmoud Dahoud,2010,1,67.0,58.0,43.0,77.0,59.0,82.0,68.0,53.0,75.0,81.0,78.0,68.0,86.0,89.0,73.0,68.0,77.0,66.0,55.0,58.0,52.0
764,Theo Walcott,1904,1,73.0,70.0,58.0,70.0,71.0,78.0,76.0,74.0,61.0,77.0,86.0,86.0,79.0,67.0,65.0,65.0,35.0,74.0,69.0,39.0,36.0
765,Toby Alderweireld,2031,1,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,82.0,75.0,60.0,65.0,59.0,78.0,58.0,81.0,85.0,52.0,58.0,89.0,85.0
766,Keita Baldé,1913,1,74.0,76.0,70.0,74.0,68.0,81.0,69.0,58.0,64.0,78.0,90.0,91.0,79.0,73.0,70.0,54.0,31.0,74.0,60.0,29.0,28.0
767,Michael Obafemi,1713,1,51.0,73.0,63.0,64.0,64.0,70.0,60.0,41.0,44.0,69.0,83.0,76.0,84.0,67.0,59.0,60.0,13.0,69.0,67.0,23.0,15.0
768,Ramy Bensebaini,2007,0,80.0,58.0,81.0,77.0,43.0,74.0,67.0,62.0,65.0,79.0,67.0,70.0,60.0,78.0,48.0,83.0,79.0,65.0,70.0,77.0,77.0
769,Igor Zubeldia Elorza,2049,1,65.0,67.0,65.0,82.0,47.0,70.0,73.0,65.0,79.0,76.0,63.0,67.0,70.0,83.0,68.0,84.0,76.0,65.0,51.0,79.0,75.0
770,Nahitan Nández,2078,1,65.0,68.0,57.0,80.0,50.0,75.0,51.0,52.0,72.0,78.0,75.0,77.0,81.0,93.0,65.0,87.0,79.0,75.0,55.0,79.0,73.0
771,Nemanja Matić,2016,0,70.0,59.0,74.0,82.0,73.0,78.0,70.0,67.0,82.0,78.0,42.0,45.0,43.0,66.0,72.0,77.0,81.0,69.0,64.0,82.0,74.0
772,André-Franck Zambo Anguissa,2039,1,58.0,59.0,73.0,81.0,50.0,81.0,59.0,46.0,77.0,80.0,72.0,73.0,67.0,79.0,68.0,82.0,77.0,72.0,62.0,80.0,68.0
773,Sékou Mara,1517,1,39.0,68.0,65.0,54.0,53.0,59.0,47.0,41.0,43.0,61.0,71.0,71.0,66.0,63.0,58.0,49.0,22.0,66.0,62.0,23.0,19.0
774,Adam Karabec,1719,0,61.0,60.0,43.0,67.0,61.0,71.0,63.0,59.0,61.0,70.0,71.0,73.0,80.0,69.0,60.0,47.0,29.0,64.0,59.0,35.0,48.0
775,Folarin Balogun,1454,1,37.0,62.0,53.0,47.0,51.0,58.0,43.0,37.0,33.0,59.0,75.0,73.0,72.0,66.0,53.0,49.0,18.0,63.0,52.0,15.0,16.0
776,Kristoffer Ajer,1801,1,55.0,57.0,72.0,65.0,41.0,69.0,58.0,42.0,61.0,73.0,66.0,74.0,34.0,80.0,47.0,77.0,70.0,54.0,49.0,74.0,74.0
777,Pierre Kalulu,1638,1,56.0,31.0,68.0,68.0,31.0,54.0,54.0,44.0,54.0,60.0,72.0,70.0,55.0,60.0,32.0,59.0,63.0,47.0,49.0,69.0,66.0
778,Vitaliy Mykolenko,1706,0,76.0,44.0,58.0,72.0,27.0,47.0,32.0,32.0,55.0,66.0,77.0,78.0,69.0,78.0,49.0,57.0,72.0,41.0,35.0,73.0,76.0
779,Hiroki Sakai,1963,1,74.0,46.0,71.0,72.0,41.0,64.0,67.0,55.0,65.0,69.0,76.0,76.0,70.0,90.0,58.0,79.0,74.0,73.0,36.0,77.0,80.0
780,Axel Witsel,2192,1,69.0,71.0,84.0,90.0,77.0,79.0,71.0,68.0,85.0,83.0,62.0,64.0,74.0,83.0,71.0,77.0,83.0,75.0,76.0,80.0,81.0
781,Jérôme Boateng,1924,1,69.0,34.0,84.0,77.0,52.0,64.0,53.0,31.0,84.0,70.0,64.0,75.0,55.0,60.0,58.0,82.0,77.0,47.0,46.0,87.0,84.0
782,Dominik Livaković,1330,1,13.0,12.0,13.0,46.0,10.0,19.0,12.0,11.0,56.0,28.0,57.0,54.0,65.0,32.0,9.0,26.0,21.0,11.0,15.0,20.0,21.0
783,Juan Cuadrado,2179,1,83.0,64.0,67.0,81.0,70.0,90.0,78.0,69.0,69.0,85.0,88.0,90.0,91.0,71.0,80.0,78.0,68.0,78.0,65.0,78.0,81.0
784,Steven Alzate,1741,1,65.0,57.0,45.0,73.0,50.0,74.0,61.0,22.0,67.0,71.0,73.0,69.0,78.0,70.0,59.0,60.0,52.0,63.0,35.0,59.0,53.0
785,Tosin Adarabioyo,1546,1,38.0,30.0,66.0,73.0,25.0,47.0,30.0,22.0,68.0,66.0,52.0,68.0,58.0,68.0,28.0,57.0,73.0,28.0,35.0,70.0,69.0
786,Yannick Carrasco,2016,1,76.0,81.0,53.0,76.0,68.0,86.0,81.0,79.0,73.0,82.0,90.0,91.0,90.0,76.0,82.0,64.0,18.0,79.0,81.0,39.0,26.0
787,Aliou Traoré,1682,1,48.0,57.0,51.0,64.0,38.0,65.0,52.0,44.0,53.0,59.0,73.0,75.0,71.0,68.0,61.0,68.0,51.0,60.0,47.0,55.0,52.0
788,Emre Mor,1723,0,65.0,68.0,46.0,66.0,65.0,81.0,63.0,38.0,50.0,77.0,84.0,78.0,91.0,61.0,65.0,68.0,28.0,67.0,49.0,21.0,29.0
789,Idrissa Gueye,2086,1,60.0,53.0,69.0,81.0,32.0,76.0,49.0,61.0,77.0,79.0,70.0,69.0,81.0,91.0,66.0,86.0,89.0,69.0,54.0,90.0,83.0
790,Kamil Jóźwiak,1739,1,66.0,64.0,41.0,68.0,49.0,72.0,61.0,34.0,60.0,68.0,90.0,90.0,83.0,72.0,46.0,47.0,31.0,67.0,52.0,44.0,35.0
791,Moussa Sissoko,2130,1,72.0,54.0,68.0,82.0,64.0,83.0,75.0,60.0,80.0,80.0,69.0,84.0,64.0,91.0,61.0,85.0,77.0,74.0,60.0,81.0,77.0
792,Alex Oxlade-Chamberlain,2118,1,78.0,70.0,39.0,80.0,60.0,84.0,73.0,60.0,75.0,84.0,78.0,79.0,79.0,78.0,78.0,77.0,73.0,79.0,69.0,72.0,68.0
793,Ben Woodburn,1594,1,51.0,61.0,44.0,65.0,45.0,69.0,53.0,45.0,60.0,69.0,78.0,73.0,80.0,66.0,62.0,31.0,28.0,66.0,62.0,15.0,21.0
794,Mariano Díaz Mejía,2003,1,50.0,79.0,80.0,66.0,70.0,73.0,76.0,76.0,51.0,72.0,78.0,80.0,78.0,76.0,82.0,84.0,45.0,78.0,75.0,40.0,34.0
795,Mateu Jaume Morey Bauzá,1675,1,64.0,49.0,33.0,69.0,37.0,71.0,57.0,40.0,54.0,70.0,77.0,74.0,84.0,67.0,32.0,52.0,59.0,61.0,38.0,62.0,64.0
796,Michael Keane,1808,1,60.0,50.0,81.0,69.0,40.0,64.0,53.0,33.0,67.0,66.0,55.0,61.0,56.0,66.0,46.0,75.0,78.0,29.0,48.0,79.0,79.0
797,Zeki Çelik,1887,1,74.0,37.0,65.0,74.0,42.0,69.0,72.0,37.0,67.0,75.0,77.0,79.0,67.0,83.0,36.0,74.0,75.0,72.0,46.0,74.0,72.0
798,Emmanuel Boateng,1934,1,57.0,77.0,77.0,66.0,73.0,76.0,59.0,41.0,46.0,69.0,92.0,91.0,90.0,82.0,66.0,69.0,37.0,73.0,64.0,35.0,33.0
799,Matt Miazga,1514,1,25.0,18.0,72.0,65.0,34.0,53.0,27.0,21.0,54.0,66.0,58.0,57.0,57.0,68.0,32.0,80.0,69.0,27.0,31.0,72.0,73.0
800,Patrik Schick,1900,0,64.0,79.0,80.0,78.0,74.0,82.0,78.0,56.0,62.0,83.0,71.0,70.0,83.0,64.0,74.0,59.0,25.0,80.0,58.0,24.0,19.0
801,Robert Skov,2123,0,86.0,72.0,52.0,74.0,73.0,77.0,87.0,89.0,69.0,75.0,78.0,79.0,76.0,77.0,82.0,75.0,60.0,73.0,74.0,69.0,65.0
802,Juan Miranda González,1681,0,70.0,33.0,64.0,68.0,29.0,64.0,56.0,37.0,56.0,70.0,65.0,60.0,61.0,67.0,45.0,58.0,69.0,62.0,44.0,69.0,68.0
803,Lutsharel Geertruida,1785,1,67.0,45.0,69.0,71.0,31.0,68.0,36.0,30.0,68.0,67.0,79.0,78.0,69.0,76.0,39.0,68.0,64.0,50.0,40.0,71.0,72.0
804,Matías Vargas,1954,1,72.0,68.0,45.0,70.0,64.0,78.0,70.0,68.0,69.0,77.0,92.0,86.0,88.0,88.0,69.0,62.0,41.0,70.0,68.0,42.0,37.0
805,Séamus Coleman,2047,1,77.0,61.0,69.0,77.0,64.0,77.0,65.0,53.0,69.0,76.0,72.0,69.0,73.0,72.0,66.0,80.0,79.0,70.0,55.0,82.0,80.0
806,Franck Ribéry,1915,1,80.0,74.0,41.0,83.0,79.0,87.0,83.0,81.0,77.0,87.0,75.0,73.0,83.0,54.0,71.0,51.0,33.0,78.0,78.0,25.0,26.0
807,Ezequiel Ávila,2023,0,59.0,82.0,74.0,71.0,79.0,79.0,58.0,57.0,62.0,77.0,79.0,84.0,74.0,78.0,76.0,87.0,38.0,77.0,72.0,46.0,41.0
808,Lassina Traoré,1687,1,47.0,68.0,60.0,58.0,58.0,70.0,55.0,44.0,43.0,68.0,75.0,77.0,70.0,64.0,64.0,52.0,32.0,66.0,63.0,22.0,25.0
809,Serge Aurier,2076,1,81.0,55.0,75.0,77.0,61.0,76.0,69.0,30.0,69.0,79.0,77.0,76.0,70.0,76.0,55.0,86.0,77.0,70.0,64.0,79.0,82.0
810,Alejandro Centelles Plaza,1854,0,73.0,45.0,65.0,71.0,51.0,68.0,70.0,41.0,70.0,74.0,72.0,76.0,64.0,82.0,45.0,72.0,69.0,56.0,48.0,71.0,67.0
811,Mike Maignan,1313,1,18.0,13.0,17.0,36.0,16.0,22.0,14.0,16.0,27.0,24.0,47.0,46.0,39.0,39.0,20.0,17.0,24.0,14.0,15.0,12.0,19.0
812,Xherdan Shaqiri,2061,0,79.0,70.0,45.0,80.0,76.0,84.0,88.0,84.0,79.0,82.0,79.0,77.0,83.0,66.0,84.0,61.0,55.0,75.0,65.0,49.0,48.0
813,Alexandr Golovin,2132,1,80.0,69.0,38.0,79.0,70.0,84.0,80.0,79.0,74.0,82.0,77.0,83.0,87.0,88.0,75.0,76.0,73.0,75.0,52.0,72.0,66.0
814,Ayoze Pérez Gutiérrez,2052,1,70.0,79.0,75.0,77.0,77.0,83.0,78.0,60.0,51.0,80.0,79.0,78.0,83.0,79.0,69.0,74.0,49.0,82.0,73.0,61.0,42.0
815,Dries Mertens,2023,1,79.0,84.0,40.0,82.0,70.0,88.0,82.0,79.0,74.0,89.0,90.0,82.0,94.0,70.0,81.0,59.0,36.0,85.0,79.0,40.0,40.0
816,Felipe Anderson Pereira Gomes,2024,1,79.0,70.0,44.0,79.0,73.0,87.0,77.0,69.0,76.0,84.0,88.0,89.0,89.0,68.0,81.0,67.0,69.0,75.0,53.0,59.0,46.0
817,Lukas Nmecha,1614,1,39.0,67.0,63.0,62.0,48.0,66.0,42.0,33.0,31.0,71.0,77.0,83.0,70.0,67.0,52.0,64.0,22.0,67.0,66.0,15.0,17.0
818,Nico Elvedi,1785,1,65.0,30.0,79.0,77.0,30.0,67.0,45.0,29.0,57.0,72.0,66.0,79.0,64.0,75.0,31.0,70.0,82.0,53.0,37.0,83.0,77.0
819,Pau López Sabata,1364,0,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,42.0,18.0,39.0,16.0,20.0,25.0,20.0,11.0
820,Bakery Jatta,1790,1,69.0,70.0,55.0,67.0,59.0,73.0,57.0,49.0,54.0,64.0,86.0,90.0,69.0,84.0,61.0,63.0,25.0,74.0,61.0,37.0,32.0
821,Emerson Palmieri dos Santos,2024,0,78.0,51.0,60.0,77.0,51.0,79.0,53.0,71.0,66.0,80.0,83.0,79.0,75.0,74.0,77.0,69.0,78.0,72.0,55.0,77.0,76.0
822,Gerard Deulofeu Lázaro,1945,1,76.0,75.0,40.0,77.0,72.0,87.0,84.0,77.0,62.0,84.0,89.0,87.0,93.0,69.0,71.0,60.0,25.0,77.0,77.0,30.0,22.0
823,Hamed Junior Traorè,1896,1,66.0,66.0,62.0,73.0,64.0,76.0,68.0,64.0,68.0,74.0,71.0,69.0,79.0,67.0,63.0,55.0,46.0,64.0,61.0,57.0,60.0
824,Carlos Soler Barragán,2069,1,78.0,73.0,56.0,81.0,66.0,78.0,69.0,82.0,76.0,79.0,77.0,80.0,75.0,81.0,73.0,65.0,68.0,75.0,73.0,65.0,56.0
825,Douglas Costa de Souza,2070,0,82.0,64.0,50.0,83.0,76.0,92.0,84.0,78.0,65.0,91.0,94.0,93.0,92.0,68.0,80.0,55.0,48.0,74.0,77.0,38.0,34.0
826,Killian Sardella,1687,1,67.0,32.0,49.0,72.0,42.0,72.0,55.0,49.0,67.0,74.0,76.0,72.0,79.0,58.0,34.0,61.0,57.0,45.0,31.0,67.0,65.0
827,Lucas Robertone,2145,1,69.0,69.0,69.0,75.0,59.0,77.0,83.0,75.0,73.0,80.0,87.0,81.0,91.0,82.0,71.0,81.0,67.0,69.0,69.0,76.0,77.0
828,Max Kilman,1628,0,54.0,36.0,56.0,66.0,36.0,62.0,45.0,39.0,64.0,66.0,62.0,65.0,60.0,64.0,43.0,61.0,62.0,47.0,48.0,65.0,64.0
829,Pablo Sarabia García,2025,0,83.0,77.0,61.0,83.0,64.0,84.0,84.0,74.0,78.0,84.0,74.0,73.0,78.0,71.0,77.0,46.0,58.0,80.0,69.0,54.0,49.0
830,Rob Holding,1684,1,52.0,30.0,75.0,71.0,27.0,62.0,33.0,30.0,61.0,65.0,56.0,61.0,58.0,64.0,27.0,72.0,77.0,40.0,38.0,78.0,76.0
831,Dennis Cirkin,1522,0,58.0,40.0,57.0,36.0,29.0,66.0,50.0,43.0,35.0,50.0,65.0,61.0,53.0,57.0,34.0,62.0,63.0,50.0,47.0,62.0,68.0
832,Shinji Kagawa,1847,1,65.0,70.0,48.0,80.0,72.0,81.0,74.0,68.0,73.0,80.0,65.0,56.0,80.0,60.0,55.0,29.0,57.0,81.0,70.0,53.0,47.0
